USER,SUB,SUB_PERIOD,SUB_START_TS,SUB_END_TS,PRICE,PRICE_USD,CURRENCY,COUNTRY_CODE
68,bronze,month,2020-12-26T04:24:33-05:00,1/26/21,12,12,USD,NZ
60,silver,month,2021-02-06T02:59:31-05:00,3/6/21,1290,26.45781589,PHP,PH
74,bronze,month,2019-11-06T04:51:09-05:00,12/6/19,10,10.84771526,EUR,ES
16,bronze,year,2020-08-31T05:28:58-04:00,8/31/21,84,84,USD,US
81,silver,year,2021-04-17T01:03:22-04:00,3/23/22,528,63.50167196,TRY,TR
82,bronze,year,2019-02-06T09:06:53-05:00,2/6/20,59.95,59.95,USD,US
68,bronze,year,2021-10-10T15:50:47-04:00,10/10/22,84,84,USD,US
14,silver,year,2019-03-14T13:57:40-04:00,3/14/20,199,199,USD,US
71,bronze,year,2020-05-03T16:05:18-04:00,5/3/21,84,84,USD,US
9,bronze,year,2020-12-21T03:32:12-05:00,12/21/21,84,84,USD,US
81,bronze,year,2020-01-12T05:56:40-05:00,1/12/21,101,75.87250814,CAD,CA
59,bronze,year,2023-01-16T22:21:22-05:00,1/17/24,95,70.47268112,SGD,SG
21,bronze,month,2022-06-19T07:15:13-04:00,7/19/22,6.99,6.99,USD,US
92,bronze,month,2021-06-16T21:00:20-04:00,7/16/21,11.73,11.73,USD,AU
41,bronze,year,2021-12-01T23:58:35-05:00,12/2/22,59.95,59.95,USD,BR
73,bronze,month,2021-09-23T06:38:22-04:00,10/23/21,11.7,11.7,USD,US
72,silver,year,2021-06-08T21:44:05-04:00,6/9/22,189,225.2320163,EUR,FR
18,bronze,month,2020-06-04T07:09:44-04:00,7/4/20,9.95,9.95,USD,US
7,bronze,month,2021-02-11T11:49:39-05:00,3/11/21,12.99,10.06900554,CAD,CA
3,bronze,month,2020-05-14T08:42:28-04:00,6/14/20,9.95,9.95,USD,US
49,bronze,month,2022-02-06T00:57:08-05:00,3/6/22,11.64,11.64,USD,US
8,platinum,year,2022-04-20T07:21:42-04:00,4/20/23,1920,128.8002557,TRY,TR
77,silver,year,2020-03-09T05:17:17-04:00,2/12/21,479,517.2709987,EUR,FR
89,bronze,month,2021-07-28T21:07:41-04:00,9/1/21,10,13.55437907,GBP,GB
35,bronze,month,2022-08-24T22:24:53-04:00,9/25/22,13,9.924677404,CAD,CA
77,bronze,year,2019-08-09T06:33:06-04:00,7/15/20,49.95,59.85375716,GBP,GB
61,bronze,month,2022-02-12T21:05:30-05:00,3/13/22,12,8.401866682,AUD,AU
56,silver,year,2019-08-22T11:14:02-04:00,8/22/20,528.08,528.08,USD,US
44,bronze,month,2019-09-05T15:30:27-04:00,10/5/19,13,9.670992566,CAD,CA
33,bronze,year,2020-01-24T12:36:45-05:00,1/24/21,1080,56.031719,MXN,MX
34,bronze,month,2020-09-16T11:48:47-04:00,10/16/20,9.95,9.95,USD,US
30,bronze,year,2021-11-05T21:04:56-04:00,11/6/22,5700,77.57374416,RUB,RU
44,bronze,month,2023-01-07T03:54:16-05:00,2/7/23,55.9,7.139869816,HKD,HK
9,bronze,year,2022-09-28T22:35:08-04:00,9/23/23,84,84,USD,US
33,bronze,year,2020-05-02T03:22:07-04:00,5/2/21,101,64.63524398,AUD,AU
40,bronze,year,2022-06-30T21:36:05-04:00,7/1/23,84,84,USD,US
62,bronze,month,2020-05-30T04:09:01-04:00,6/30/20,10,12.13011166,GBP,GB
24,bronze,year,2021-10-20T00:29:10-04:00,10/20/22,84,84,USD,US
67,bronze,year,2019-03-15T05:40:57-04:00,3/15/20,49.95,55.50375204,EUR,FR
62,silver,month,2021-03-29T09:44:31-04:00,4/29/21,24.99,24.99,USD,US
62,bronze,year,2022-10-22T19:12:28-04:00,10/22/23,84,84,USD,US
21,silver,year,2022-12-02T02:16:25-05:00,12/2/23,199,199,USD,US
16,bronze,month,2022-08-31T21:24:58-04:00,10/1/22,12,12,USD,US
48,bronze,month,2021-08-08T00:23:25-04:00,9/8/21,12,12,USD,US
69,bronze,month,2019-09-26T03:51:07-04:00,10/26/19,12,12,USD,US
46,bronze,year,2020-05-05T17:14:26-04:00,5/5/21,59.95,59.95,USD,US
23,silver,year,2019-06-14T11:11:20-04:00,6/14/20,299,215.7961988,SGD,SG
50,bronze,month,2021-08-21T22:26:32-04:00,9/22/21,13,10.16216825,CAD,CA
69,platinum,month,2022-04-01T12:27:59-04:00,8/1/22,,,USD,US
68,bronze,month,2020-10-02T06:45:19-04:00,11/2/20,12,12,USD,ZA
52,bronze,year,2022-04-08T00:02:06-04:00,4/8/23,69,73.64193234,EUR,FR
5,bronze,year,2022-10-07T23:05:55-04:00,10/8/23,84,84,USD,US
79,bronze,month,2020-03-10T05:54:38-04:00,4/10/20,12,12,USD,US
29,bronze,year,2020-03-26T17:34:46-04:00,3/26/21,1080,45.98154356,MXN,MX
20,bronze,year,2021-04-21T22:31:46-04:00,3/27/22,84,84,USD,AE
86,bronze,month,2022-09-20T21:54:58-04:00,10/21/22,10,9.667550832,EUR,IE
92,bronze,month,2020-10-25T08:53:58-04:00,11/25/20,9.95,9.95,USD,US
63,platinum,year,2020-06-09T15:40:51-04:00,6/9/21,765,765,USD,US
38,bronze,month,2020-06-07T16:22:53-04:00,7/7/20,12,12,USD,PE
67,silver,month,2020-06-19T12:07:25-04:00,7/19/20,24.99,24.99,USD,US
63,bronze,month,2019-02-18T03:41:37-05:00,3/18/19,12,12,USD,US
79,bronze,month,2019-03-05T06:45:32-05:00,4/5/19,12,12,USD,US
26,platinum,year,2021-02-02T07:22:57-05:00,2/2/22,840,1002.452332,EUR,FR
78,silver,month,2022-03-21T20:49:08-04:00,4/22/22,29,37.62575483,GBP,GB
88,bronze,month,2022-11-19T20:35:36-05:00,12/20/22,12,12,USD,US
82,bronze,month,2022-08-08T15:26:44-04:00,9/8/22,6.99,6.99,USD,US
87,bronze,month,2021-02-11T07:14:20-05:00,3/11/21,11.99,11.99,USD,US
66,bronze,year,2020-01-31T13:58:38-05:00,1/31/21,84,84,USD,US
89,bronze,month,2021-08-25T18:47:13-04:00,9/25/21,11.99,11.99,USD,US
25,bronze,year,2021-03-17T13:42:43-04:00,3/17/22,84,84,USD,US
82,bronze,year,2020-05-06T23:21:09-04:00,5/6/21,71.4,71.4,USD,US
72,silver,year,2019-12-02T05:42:23-05:00,12/2/20,240,240,USD,US
35,bronze,month,2021-05-25T11:59:12-04:00,6/25/21,6.99,6.99,USD,US
70,silver,year,2022-08-12T22:14:40-04:00,8/13/23,960,285.6413467,ILS,IL
18,bronze,year,2022-10-21T01:42:20-04:00,10/21/23,84,84,USD,US
8,bronze,year,2021-01-11T18:00:58-05:00,1/6/22,5995,56.99968065,JPY,JP
62,silver,year,2021-07-30T20:52:50-04:00,7/31/22,189,256.1777643,GBP,GB
39,bronze,year,2021-02-19T04:14:55-05:00,2/19/22,84,84,USD,US
13,bronze,month,2022-10-18T23:28:03-04:00,11/19/22,12,12,USD,US
39,bronze,year,2022-05-31T23:51:56-04:00,5/31/24,69,84.31769544,GBP,US
47,bronze,year,2019-07-15T06:57:30-04:00,7/15/20,69,75.99723994,EUR,DE
85,bronze,month,2022-05-28T18:16:14-04:00,6/28/22,6.99,6.99,USD,US
45,silver,month,2023-01-07T09:26:25-05:00,2/7/23,24.99,24.99,USD,US
82,bronze,month,2020-05-25T06:22:29-04:00,6/25/20,10,10.72827602,EUR,FR
50,silver,year,2020-02-10T05:34:06-05:00,3/5/21,192,192,USD,US
2,bronze,month,2021-10-20T05:55:10-04:00,11/20/21,12,12,USD,US
19,silver,year,2021-03-28T09:00:23-04:00,3/28/22,189,258.7878923,GBP,GB
25,silver,year,2023-01-19T22:45:27-05:00,1/20/24,240,240,USD,US
7,bronze,year,2021-03-26T05:06:57-04:00,3/26/22,84,84,USD,US
82,bronze,year,2021-09-02T22:13:53-04:00,9/3/22,84,84,USD,HU
0,bronze,month,2019-06-22T05:42:37-04:00,7/22/19,9.95,9.95,USD,US
56,bronze,year,2022-11-03T00:57:49-04:00,11/3/23,49.95,49.7694779,EUR,FR
20,bronze,month,2020-05-11T03:57:53-04:00,6/11/20,12,12,USD,US
17,silver,year,2021-05-26T22:09:49-04:00,5/27/22,189,225.2320163,EUR,NL
21,silver,month,2021-05-23T12:24:59-04:00,6/23/21,24.99,24.99,USD,US
11,bronze,month,2021-03-05T01:02:12-05:00,4/5/21,11.78,11.78,USD,US
20,silver,year,2020-11-19T03:19:33-05:00,11/19/21,240,240,USD,US
51,bronze,month,2020-06-02T03:43:20-04:00,7/2/20,12,12,USD,US
74,silver,year,2021-03-10T03:35:39-05:00,2/12/22,288,218.9744355,AUD,AU
50,bronze,year,2020-12-16T09:10:46-05:00,12/16/21,59.95,59.95,USD,DE
32,bronze,month,2019-12-25T04:09:56-05:00,1/25/20,12,12,USD,ZA
57,bronze,month,2019-06-09T03:41:25-04:00,7/9/19,12,12,USD,NZ
36,bronze,month,2019-09-22T10:20:39-04:00,10/22/19,9.95,9.95,USD,US
40,bronze,year,2019-02-17T03:33:49-05:00,2/17/20,59.95,59.95,USD,US
12,silver,year,2019-04-05T14:32:28-04:00,3/13/20,199,199,USD,US
23,bronze,month,2020-01-27T05:47:29-05:00,2/27/20,12,12,USD,US
85,bronze,year,2020-10-14T06:31:20-04:00,10/14/21,59.95,59.95,USD,US
69,bronze,year,2019-04-28T08:39:10-04:00,4/28/20,69,88.26162449,GBP,GB
42,bronze,month,2019-11-03T06:07:49-05:00,12/3/19,10,12.67823573,GBP,GB
46,bronze,month,2020-08-28T03:49:07-04:00,9/28/20,12,12,USD,AR
77,bronze,month,2020-12-03T05:20:20-05:00,1/3/21,12,12,USD,US
49,bronze,month,2022-07-18T20:55:55-04:00,8/19/22,12,12,USD,BR
17,bronze,month,2019-03-14T05:07:12-04:00,4/14/19,13,9.584214783,CAD,CA
18,bronze,month,2022-11-12T21:19:00-05:00,12/12/22,9.49,6.92667909,CAD,CA
42,bronze,year,2021-06-01T22:54:37-04:00,6/2/22,8400,75.95910588,JPY,JP
44,silver,year,2019-11-15T11:09:44-05:00,11/15/20,2040,208.7532569,SEK,SE
82,silver,year,2022-08-10T22:02:10-04:00,8/11/23,240,240,USD,US
86,bronze,month,2020-05-19T05:29:25-04:00,6/19/20,12,12,USD,ES
22,bronze,year,2020-08-06T07:48:26-04:00,8/6/21,49.95,57.59545435,EUR,FR
6,bronze,month,2020-11-09T09:49:48-05:00,12/9/20,9.95,9.95,USD,US
81,bronze,month,2020-09-25T07:03:51-04:00,10/25/20,12,12,USD,US
69,bronze,month,2022-07-21T09:43:48-04:00,8/21/22,9.49,7.207204217,CAD,CA
67,bronze,month,2020-07-27T04:01:20-04:00,8/27/20,12,12,USD,US
16,bronze,year,2019-07-09T10:09:49-04:00,7/9/20,49.95,55.01539326,EUR,DE
51,bronze,month,2021-01-08T04:04:14-05:00,2/8/21,12,12,USD,US
83,bronze,month,2021-04-20T20:08:59-04:00,5/20/21,11.67,11.67,USD,US
58,bronze,month,2021-07-26T20:34:41-04:00,8/27/21,12,12,USD,US
91,bronze,month,2021-08-06T21:48:20-04:00,9/7/21,13,10.16216825,CAD,CA
56,bronze,year,2021-11-11T20:41:01-05:00,10/28/22,84,84,USD,BR
43,silver,year,2021-04-15T22:00:51-04:00,4/16/22,240,240,USD,US
23,bronze,month,2022-02-17T05:47:07-05:00,3/17/22,11.49,8.044787348,AUD,AU
10,bronze,month,2019-12-04T03:41:15-05:00,1/4/20,12,12,USD,US
2,bronze,year,2023-02-23T02:18:02-05:00,2/23/24,59.95,59.95,USD,US
20,bronze,year,2022-05-11T01:05:45-04:00,5/11/23,69.95,53.49720797,CAD,CA
5,bronze,year,2020-09-21T18:56:05-04:00,9/21/21,101,71.31736528,AUD,AU
85,silver,year,2019-06-12T09:00:57-04:00,6/12/20,199,199,USD,US
50,bronze,year,2019-02-14T06:27:20-05:00,2/14/20,84,84,USD,MY
37,silver,year,2023-03-04T11:37:19-05:00,2/20/24,189,198.2864717,EUR,US
3,silver,year,2020-04-17T02:24:55-04:00,4/17/22,59900,546.7999593,JPY,JP
16,silver,year,2019-04-24T14:03:15-04:00,5/8/20,192,192,USD,US
19,bronze,month,2019-07-07T06:50:32-04:00,8/7/19,12,12,USD,US
77,silver,year,2021-04-11T22:51:39-04:00,4/12/22,240,240,USD,US
72,bronze,year,2019-10-29T13:44:18-04:00,10/29/20,714,76.97902207,NOK,NO
89,silver,year,2020-11-16T08:05:51-05:00,11/11/21,199,199,USD,US
55,bronze,month,2019-01-24T05:57:21-05:00,2/24/19,9.95,9.95,USD,US
52,silver,year,2019-04-05T13:19:18-04:00,4/5/20,24000,211.8647376,JPY,JP
62,bronze,month,2020-03-03T06:02:21-05:00,4/3/20,12,12,USD,US
10,bronze,month,2022-12-07T08:28:13-05:00,1/7/23,11.3,11.3,USD,AU
33,bronze,month,2021-04-11T09:43:34-04:00,5/11/21,4.99,6.751927333,GBP,GB
42,bronze,month,2022-05-14T20:53:59-04:00,6/15/22,12,12,USD,US
77,bronze,month,2021-08-03T21:12:14-04:00,10/4/21,12,12,USD,US
56,bronze,month,2022-06-27T07:51:49-04:00,7/27/22,6.99,6.99,USD,US
2,bronze,year,2021-02-10T03:31:43-05:00,2/10/22,84,84,USD,US
88,bronze,month,2022-03-07T09:56:04-05:00,4/7/22,11.62,11.62,USD,SE
42,silver,year,2020-04-13T13:15:39-04:00,4/13/21,240,240,USD,CL
88,bronze,month,2021-03-10T07:24:29-05:00,4/10/21,12,12,USD,US
24,bronze,year,2022-02-01T20:06:45-05:00,2/2/23,84,84,USD,US
16,bronze,month,2021-07-16T20:31:20-04:00,8/17/21,10,11.61982651,EUR,IT
61,bronze,year,2020-09-28T21:03:14-04:00,9/25/21,88200,74.26650798,KRW,KR
49,bronze,month,2019-12-10T03:28:09-05:00,1/10/20,12,12,USD,US
37,bronze,month,2021-08-28T11:36:37-04:00,9/28/21,12.99,10.1543512,CAD,CA
59,silver,year,2023-04-11T22:11:30-04:00,4/12/24,288,207.00825,CAD,CA
61,bronze,year,2019-06-08T07:33:56-04:00,6/8/20,59.95,59.95,USD,US
12,bronze,month,2019-12-31T05:33:16-05:00,1/31/20,7.95,8.671696088,EUR,ES
84,bronze,month,2019-11-26T04:28:18-05:00,12/26/19,12,12,USD,BR
67,bronze,year,2021-09-15T22:54:30-04:00,9/16/22,59.95,59.95,USD,US
68,bronze,year,2022-11-14T19:58:41-05:00,11/15/23,144,144,USD,US
85,bronze,month,2020-11-30T16:13:26-05:00,12/31/20,12,12,USD,US
49,bronze,year,2019-07-21T08:27:45-04:00,7/21/20,84,84,USD,US
47,bronze,year,2022-03-11T22:17:59-05:00,3/11/23,81.98,81.98,USD,JP
48,bronze,month,2019-06-08T04:29:30-04:00,7/8/19,12,12,USD,US
57,bronze,year,2021-09-18T22:51:17-04:00,9/19/22,101,72.64809514,AUD,AU
32,bronze,month,2020-07-07T03:24:52-04:00,8/7/20,12,12,USD,US
6,bronze,month,2019-06-10T05:49:34-04:00,7/10/19,1200,10.92603204,JPY,JP
40,bronze,month,2021-04-12T15:54:53-04:00,5/12/21,35,8.880833637,PLN,PL
81,silver,year,2019-05-12T05:14:37-04:00,5/12/20,199,199,USD,US
80,bronze,month,2019-08-08T08:40:48-04:00,9/8/19,7.95,9.526273663,GBP,GB
79,bronze,month,2022-05-07T21:22:27-04:00,6/7/22,11.48,11.48,USD,MY
36,bronze,month,2021-08-20T20:53:23-04:00,9/21/21,10,11.56594035,EUR,ES
70,silver,year,2022-02-07T22:13:26-05:00,2/8/23,3120,149.3505449,MXN,MX
60,silver,year,2020-10-18T07:03:11-04:00,10/18/21,199,199,USD,US
55,bronze,month,2021-05-02T22:46:08-04:00,6/3/21,95,11.23399873,NOK,NO
60,silver,month,2021-01-20T13:44:59-05:00,2/2/22,0,0,,CA
19,silver,year,2021-01-26T06:17:59-05:00,1/26/22,447999,405.9513371,KRW,KR
8,bronze,year,2019-04-13T05:02:06-04:00,4/13/20,59.95,59.95,USD,US
3,silver,year,2022-04-04T22:11:34-04:00,4/5/23,240,240,USD,US
55,bronze,year,2020-03-17T13:40:01-04:00,3/17/21,58.65,63.33600016,EUR,AT
75,bronze,year,2021-10-12T00:53:26-04:00,10/12/22,84,84,USD,US
24,bronze,month,2022-07-04T22:08:57-04:00,8/5/22,9.95,9.95,USD,US
52,silver,year,2020-06-07T04:56:28-04:00,6/7/21,288,194.2635844,AUD,AU
92,bronze,month,2019-03-14T04:52:16-04:00,4/14/19,12,12,USD,US
19,bronze,month,2023-03-17T23:14:06-04:00,4/18/23,10,10.49134771,EUR,ES
13,bronze,month,2021-05-16T23:01:30-04:00,6/17/21,12,9.149078455,AUD,AU
53,silver,month,2021-04-14T09:40:14-04:00,5/14/21,24.99,24.99,USD,US
47,bronze,month,2020-09-02T23:16:48-04:00,10/2/20,12,12,USD,US
8,silver,year,2021-07-23T21:10:39-04:00,7/24/22,599,599,USD,US
7,bronze,year,2021-01-22T10:50:04-05:00,1/22/22,59.95,59.95,USD,US
43,silver,year,2021-03-14T05:17:04-04:00,3/14/22,240,240,USD,US
52,bronze,month,2021-04-28T15:08:34-04:00,5/28/21,11.73,11.73,USD,GB
92,bronze,month,2021-09-17T17:52:32-04:00,10/17/21,6.99,6.99,USD,US
44,silver,year,2023-01-07T22:43:01-05:00,1/8/24,189,200.0107754,EUR,SK
64,silver,year,2021-11-17T21:28:26-05:00,11/18/22,215,229.2541996,CHF,CH
35,bronze,month,2019-11-07T04:06:38-05:00,12/7/19,12,12,USD,US
68,bronze,month,2022-08-01T22:11:33-04:00,9/2/22,12,12,USD,US
91,bronze,year,2020-12-21T04:44:13-05:00,12/21/21,101,77.37362338,CAD,CA
54,silver,year,2021-10-20T00:02:49-04:00,10/20/22,199,199,USD,US
80,bronze,month,2022-11-23T20:00:17-05:00,12/24/22,28,27.89880643,EUR,EE
69,silver,year,2022-02-06T01:32:01-05:00,2/6/23,216,216,USD,US
69,bronze,month,2021-08-17T11:02:12-04:00,9/17/21,12,12,USD,BR
13,silver,year,2022-11-28T15:37:43-05:00,11/26/23,189,188.3169434,EUR,IT
28,bronze,month,2021-03-04T04:28:54-05:00,4/4/21,12,12,USD,US
42,bronze,month,2022-01-01T20:03:11-05:00,3/5/22,10,11.20046884,EUR,BR
31,silver,year,2022-02-16T16:23:37-05:00,2/16/23,192,192,USD,US
56,bronze,year,2022-05-21T21:28:28-04:00,5/21/23,84,84,USD,US
72,bronze,year,2022-11-03T00:19:32-04:00,11/3/23,84,84,USD,US
52,bronze,year,2021-03-18T01:41:20-04:00,3/7/23,101,76.79311802,AUD,AU
21,bronze,month,2019-08-01T15:34:55-04:00,9/1/19,12,12,USD,US
6,bronze,year,2022-02-20T19:34:29-05:00,2/21/23,84,84,USD,NG
31,bronze,year,2022-10-05T23:02:02-04:00,10/6/23,84,84,USD,US
67,bronze,year,2022-12-26T21:53:06-05:00,12/31/23,69,71.51146539,EUR,ES
68,bronze,month,2020-11-18T04:44:29-05:00,12/18/20,12,12,USD,US
26,bronze,month,2023-04-06T19:06:29-04:00,5/6/23,11.27,11.27,USD,BR
56,bronze,year,2020-02-27T07:53:42-05:00,2/27/21,59.95,59.95,USD,SE
11,bronze,month,2022-04-07T20:51:03-04:00,5/8/22,12,12,USD,CO
47,bronze,month,2021-12-17T21:40:54-05:00,1/18/22,12,12,USD,US
67,bronze,year,2022-08-02T00:31:10-04:00,8/2/23,84,84,USD,US
19,bronze,year,2022-08-13T00:39:32-04:00,8/13/23,5995,43.65947116,JPY,JP
55,bronze,month,2020-05-15T03:47:36-04:00,6/15/20,12,12,USD,US
68,bronze,month,2020-05-04T08:02:10-04:00,6/4/20,12,12,USD,US
23,bronze,year,2022-02-16T22:57:47-05:00,2/17/23,69,76.48788683,EUR,PL
92,bronze,month,2019-10-02T07:36:08-04:00,11/2/19,11,10.90115911,CHF,CH
16,bronze,month,2022-08-24T23:24:42-04:00,9/25/22,10,9.912912493,EUR,IT
66,bronze,month,2019-12-28T08:29:15-05:00,1/28/20,9.95,9.95,USD,TH
72,bronze,year,2021-02-15T08:05:09-05:00,12/12/22,69,82.34429869,EUR,NL
56,silver,year,2022-05-23T00:18:07-04:00,5/23/23,199,199,USD,US
2,bronze,month,2021-01-22T04:18:31-05:00,2/22/21,12,12,USD,US
52,bronze,year,2020-02-22T04:26:56-05:00,2/22/21,101,74.90717764,CAD,CA
63,bronze,year,2022-05-08T21:14:03-04:00,5/9/23,84,84,USD,US
22,silver,year,2020-05-16T23:27:07-04:00,5/16/21,160.37,160.37,USD,US
72,bronze,year,2022-05-26T20:43:27-04:00,5/27/23,84,84,USD,US
45,bronze,month,2022-07-13T00:21:32-04:00,8/13/22,12,12,USD,US
88,bronze,month,2022-02-23T20:13:26-05:00,3/24/22,12,12,USD,US
25,bronze,month,2019-11-16T06:44:44-05:00,12/16/19,9.95,9.95,USD,US
91,bronze,year,2021-04-12T02:00:50-04:00,4/12/22,59.95,59.95,USD,US
49,bronze,month,2021-04-29T00:43:49-04:00,5/29/21,9.95,9.95,USD,US
39,silver,year,2019-09-20T07:00:00-04:00,9/20/20,240,240,USD,MY
26,bronze,month,2020-08-31T15:58:27-04:00,9/30/20,12,12,USD,US
86,bronze,year,2020-10-26T06:23:05-04:00,10/26/21,69,79.44842623,EUR,NL
58,bronze,year,2023-02-23T02:32:27-05:00,2/23/24,59.95,59.95,USD,US
10,bronze,month,2021-09-01T15:27:58-04:00,10/1/21,11.75,11.75,USD,FR
26,bronze,year,2021-05-06T21:34:49-04:00,5/7/22,84,84,USD,US
23,bronze,month,2022-08-28T19:30:50-04:00,9/28/22,6.99,6.99,USD,US
88,bronze,month,2023-01-20T20:25:47-05:00,2/21/23,9.95,9.95,USD,US
55,bronze,month,2020-05-09T07:47:09-04:00,6/9/20,7.95,8.528979439,EUR,NL
71,bronze,year,2020-08-22T14:41:29-04:00,8/22/21,71.4,71.4,USD,US
37,silver,year,2020-05-13T20:25:28-04:00,5/13/21,240,240,USD,DE
15,bronze,month,2019-08-18T05:49:17-04:00,9/18/19,12,12,USD,BR
21,bronze,month,2020-10-28T06:22:31-04:00,11/28/20,12,12,USD,US
70,bronze,year,2022-04-23T22:43:44-04:00,4/24/23,59.95,59.95,USD,US
6,bronze,month,2021-09-30T00:17:13-04:00,10/31/21,1200,10.75505832,JPY,JP
72,bronze,month,2020-06-21T17:21:45-04:00,7/21/20,11.54,11.54,USD,MX
56,silver,year,2020-12-04T08:19:00-05:00,12/4/21,199,199,USD,US
55,silver,year,2022-08-28T22:59:35-04:00,9/20/23,240,240,USD,AR
48,platinum,year,2021-06-29T15:01:48-04:00,6/29/24,,,USD,US
58,bronze,year,2020-08-21T05:33:46-04:00,7/26/21,5700,75.8459556,RUB,RU
80,bronze,month,2019-06-19T05:54:43-04:00,7/19/19,12.16,12.16,USD,
29,bronze,month,2021-08-12T23:03:58-04:00,9/13/21,9.95,9.95,USD,IL
35,silver,year,2019-08-27T06:35:35-04:00,8/27/20,120,143.79281,GBP,GB
62,silver,year,2021-04-10T05:05:56-04:00,4/23/22,189,255.7343218,GBP,GB
48,bronze,year,2021-10-31T22:06:23-04:00,10/7/22,101,73.20478075,AUD,AU
70,bronze,year,2021-11-14T20:42:39-05:00,11/15/22,84,84,USD,US
71,bronze,month,2021-11-01T21:51:02-04:00,12/2/21,800,10.88754304,RUB,RU
85,bronze,month,2021-12-20T22:23:28-05:00,1/21/22,12,12,USD,BR
58,bronze,month,2019-10-27T07:05:16-04:00,11/27/19,9.95,9.95,USD,GB
88,bronze,month,2020-12-02T14:24:53-05:00,1/2/21,11.75,11.75,USD,BR
51,bronze,year,2021-11-20T23:06:49-05:00,11/21/22,59.95,59.95,USD,ES
66,silver,year,2021-10-17T00:23:05-04:00,10/17/22,189,254.6085155,GBP,GB
15,bronze,month,2020-12-19T08:07:34-05:00,1/19/21,10,11.91457699,EUR,DE
12,silver,year,2019-01-03T03:53:16-05:00,1/3/20,199,199,USD,US
37,bronze,month,2022-11-10T22:29:08-05:00,12/11/22,12,12,USD,US
80,silver,year,2021-03-25T09:35:07-04:00,3/25/22,199,199,USD,US
49,silver,year,2021-10-06T14:03:05-04:00,10/6/22,189,216.661779,EUR,ZA
2,bronze,month,2019-06-15T03:19:00-04:00,7/15/19,12,12,USD,US
78,silver,month,2021-11-30T07:10:31-05:00,12/31/21,24.99,24.99,USD,US
56,bronze,year,2022-01-31T19:45:34-05:00,2/1/23,84,84,USD,US
38,bronze,year,2019-11-14T04:43:53-05:00,11/14/20,69,74.8492353,EUR,CH
42,bronze,month,2019-06-11T13:59:55-04:00,7/11/19,9.6,9.6,USD,US
33,silver,month,2022-08-04T10:11:52-04:00,9/4/22,24.49,28.89343215,GBP,GB
27,silver,year,2021-04-12T22:34:43-04:00,4/13/22,240,240,USD,US
72,bronze,month,2020-02-04T04:13:08-05:00,3/4/20,12,12,USD,US
53,bronze,month,2019-01-01T06:02:57-05:00,2/1/19,12.09,12.09,USD,CH
59,bronze,year,2020-02-25T06:55:46-05:00,2/25/21,49.95,53.81185168,EUR,BE
42,bronze,month,2023-03-17T01:23:37-04:00,4/17/23,12,12,USD,US
30,bronze,month,2021-06-20T21:37:53-04:00,7/21/21,10,13.80367742,GBP,GB
86,bronze,month,2021-07-19T21:16:40-04:00,8/20/21,12,8.767060182,AUD,AU
52,bronze,month,2020-05-03T08:05:23-04:00,6/3/20,9.95,9.95,USD,US
35,bronze,year,2022-05-13T21:32:28-04:00,5/14/23,84,84,USD,US
83,bronze,month,2020-03-18T09:21:48-04:00,4/18/20,9.95,9.95,USD,US
39,bronze,year,2021-10-05T21:50:11-04:00,10/6/22,69,92.95231517,GBP,GB
22,bronze,month,2021-06-22T02:33:03-04:00,7/22/21,9.95,9.95,USD,US
45,silver,month,2022-11-06T13:12:35-05:00,12/6/22,17900,19.4099187,CLP,CL
59,silver,year,2020-01-09T05:58:39-05:00,1/9/21,240,240,USD,US
60,bronze,year,2022-12-07T09:52:38-05:00,12/9/23,84,84,USD,US
54,bronze,month,2022-04-16T23:26:18-04:00,5/17/22,12,12,USD,US
9,bronze,year,2023-04-08T15:39:16-04:00,4/8/24,336,90.73618378,ILS,IL
52,platinum,year,2023-03-31T22:16:39-04:00,4/1/24,900,900,USD,US
1,bronze,month,2020-09-19T04:04:10-04:00,10/19/20,10,12.69681078,GBP,GB
5,silver,year,2019-05-03T10:57:09-04:00,5/3/20,199,199,USD,US
12,bronze,month,2021-05-13T08:14:36-04:00,6/13/21,5.83,6.947633096,EUR,MU
75,platinum,year,2022-05-03T20:30:51-04:00,5/4/23,900,900,USD,US
51,silver,month,2022-12-06T14:52:01-05:00,1/6/23,24.99,24.99,USD,US
89,bronze,month,2022-07-23T01:36:00-04:00,8/23/22,12,12,USD,IN
56,bronze,month,2020-12-20T10:02:57-05:00,1/20/21,9.95,9.95,USD,AU
68,silver,year,2019-08-22T11:49:43-04:00,8/22/20,1836,187.6785651,SEK,SE
70,bronze,month,2019-01-17T04:03:29-05:00,2/17/19,12,12,USD,MY
26,silver,year,2022-08-18T22:17:24-04:00,8/19/23,24000,174.7835376,JPY,JP
71,bronze,month,2019-03-05T01:15:06-05:00,4/5/19,12,12,USD,US
61,bronze,year,2022-08-02T05:31:40-04:00,8/2/23,101,69.02482334,AUD,AU
23,silver,month,2021-05-09T08:18:44-04:00,6/9/21,17.75,,JOD,JO
83,silver,month,2023-01-12T21:07:22-05:00,2/12/23,24.99,24.99,USD,US
86,bronze,month,2022-12-28T22:36:22-05:00,1/29/23,12,12,USD,RS
6,bronze,month,2021-10-29T22:27:50-04:00,11/30/21,12,12,USD,US
85,bronze,year,2023-02-02T19:23:56-05:00,2/3/24,84,84,USD,US
